Term;Student Number;Grade;Subject;RIT;Percentile;LEXILE SCORE;Grade Level
Spring 2018-2019;30461;5;language;214;61;;10
Spring 2018-2019;30461;5;Mathematics;227;69;;10
Spring 2018-2019;30461;5;Reading;215;60;;10
Spring 2018-2019;30471;6;language;226;80;;11
Spring 2018-2019;30471;6;Mathematics;232;70;;11
Spring 2018-2019;30471;6;Reading;230;82;;11
Spring 2018-2019;30481;;language;200;55;;8
Spring 2018-2019;30481;;Mathematics;195;33;;8
Spring 2018-2019;30481;;Reading;204;66;;8
Spring 2018-2019;30491;;Mathematics;213;96;;7
Spring 2018-2019;30491;;Reading;209;93;;7
Spring 2018-2019;30501;;language;186;9;;9
Spring 2018-2019;30501;;Mathematics;202;29;;9
Spring 2018-2019;30501;;Reading;197;32;;9
Spring 2018-2019;30511;;language;204;47;;9
Spring 2018-2019;30511;;Mathematics;211;51;;9
Spring 2018-2019;30511;;Reading;201;41;;9
Spring 2018-2019;30521;;language;223;90;;9
Spring 2018-2019;30521;;Mathematics;211;51;;9
Spring 2018-2019;30521;;Reading;213;69;;9
Spring 2018-2019;30531;5;language;193;11;;10
Spring 2018-2019;30531;5;Mathematics;208;26;;10
Spring 2018-2019;30531;5;Reading;188;8;;10
Spring 2018-2019;30541;5;language;208;44;;10
Spring 2018-2019;30541;5;Mathematics;222;58;;10
Spring 2018-2019;30541;5;Reading;208;43;;10
Spring 2018-2019;30561;;language;220;85;;9
Spring 2018-2019;30561;;Mathematics;213;56;;9
Spring 2018-2019;30561;;Reading;207;55;;9
Spring 2018-2019;30562;;Mathematics;190;52;;7
Spring 2018-2019;30562;;Reading;189;59;;7
Spring 2018-2019;30571;5;language;223;82;;10
Spring 2018-2019;30571;5;Mathematics;232;79;;10
Spring 2018-2019;30571;5;Reading;228;86;;10
Spring 2018-2019;30581;6;language;223;74;;10
Spring 2018-2019;30581;6;Mathematics;218;39;;10
Spring 2018-2019;30581;6;Reading;220;61;;10
Spring 2018-2019;30591;6;language;211;35;;11
Spring 2018-2019;30591;6;Mathematics;220;36;;11
Spring 2018-2019;30591;6;Reading;222;59;;11
Spring 2018-2019;30592;6;language;231;89;;11
Spring 2018-2019;30592;6;Mathematics;230;66;;11
Spring 2018-2019;30592;6;Reading;227;77;;11
Spring 2018-2019;30601;;Mathematics;189;49;;7
Spring 2018-2019;30601;;Reading;178;31;;7
Spring 2018-2019;30611;;language;203;44;;9
Spring 2018-2019;30611;;Mathematics;203;31;;9
Spring 2018-2019;30611;;Reading;203;46;;9
Spring 2018-2019;30612;;Mathematics;191;55;;7
Spring 2018-2019;30612;;Reading;180;36;;7
Spring 2018-2019;30632;;language;232;80;;
Spring 2018-2019;30632;;Mathematics;250;83;;
Spring 2018-2019;30632;;Reading;243;87;;
Spring 2018-2019;30633;;Mathematics;193;60;;
Spring 2018-2019;30633;;Reading;185;49;;
Spring 2018-2019;30761;;language;181;12;;8
Spring 2018-2019;30761;;Mathematics;196;36;;8
Spring 2018-2019;30761;;Reading;211;80;;8
Spring 2018-2019;30771;5;language;208;44;;10
Spring 2018-2019;30771;5;Mathematics;240;90;;10
Spring 2018-2019;30771;5;Reading;216;62;;10
Spring 2018-2019;30781;;language;188;24;;8
Spring 2018-2019;30781;;Mathematics;196;36;;8
Spring 2018-2019;30781;;Reading;200;57;;8
Spring 2018-2019;30782;;Mathematics;195;66;;7
Spring 2018-2019;30782;;Reading;174;23;;7
Spring 2018-2019;30791;;language;203;44;;9
Spring 2018-2019;30791;;Mathematics;208;44;;9
Spring 2018-2019;30791;;Reading;200;38;;9
Spring 2018-2019;30792;;Mathematics;171;9;;7
Spring 2018-2019;30792;;Reading;166;10;;7
Spring 2018-2019;30812;5;language;220;76;;10
Spring 2018-2019;30812;5;Mathematics;232;79;;10
Spring 2018-2019;30812;5;Reading;226;83;;10
Spring 2018-2019;30831;;language;205;50;;9
Spring 2018-2019;30831;;Mathematics;198;21;;9
Spring 2018-2019;30831;;Reading;204;48;;9
Spring 2018-2019;30841;;language;225;92;;9
Spring 2018-2019;30841;;Mathematics;220;73;;9
Spring 2018-2019;30841;;Reading;217;77;;9
Spring 2018-2019;30842;;Mathematics;198;74;;7
Spring 2018-2019;30842;;Reading;191;64;;7
Spring 2018-2019;30871;;language;233;84;;
Spring 2018-2019;30871;;Mathematics;245;77;;
Spring 2018-2019;30871;;Reading;231;71;;
Spring 2018-2019;30872;;language;181;12;;
Spring 2018-2019;30872;;Mathematics;186;14;;
Spring 2018-2019;30872;;Reading;179;13;;
Spring 2018-2019;30891;;language;171;3;;8
Spring 2018-2019;30891;;Mathematics;187;16;;8
Spring 2018-2019;30891;;Reading;173;7;;8
Spring 2018-2019;30901;5;language;212;55;;10
Spring 2018-2019;30901;5;Mathematics;218;48;;10
Spring 2018-2019;30901;5;Reading;214;58;;10
Spring 2018-2019;30902;;Mathematics;204;86;;7
Spring 2018-2019;30902;;Reading;195;73;;7
Spring 2018-2019;30931;5;language;213;58;;10
Spring 2018-2019;30931;5;Mathematics;240;90;;10
Spring 2018-2019;30931;5;Reading;210;48;;10
Spring 2018-2019;30941;;language;228;95;;9
Spring 2018-2019;30941;;Mathematics;220;73;;9
Spring 2018-2019;30941;;Reading;229;93;;9
Spring 2018-2019;30951;5;language;199;21;;10
Spring 2018-2019;30951;5;Mathematics;213;37;;10
Spring 2018-2019;30951;5;Reading;199;23;;10
Spring 2018-2019;30961;;language;179;9;;8
Spring 2018-2019;30961;;Mathematics;185;13;;8
Spring 2018-2019;30961;;Reading;157;1;;8
Spring 2018-2019;30971;5;language;211;52;;10
Spring 2018-2019;30971;5;Mathematics;219;51;;10
Spring 2018-2019;30971;5;Reading;211;50;;10
Spring 2018-2019;30972;;language;210;79;;8
Spring 2018-2019;30972;;Mathematics;202;53;;8
Spring 2018-2019;30972;;Reading;198;52;;8
Spring 2018-2019;31001;;language;186;20;;8
Spring 2018-2019;31001;;Mathematics;201;50;;8
Spring 2018-2019;31001;;Reading;182;18;;8
Spring 2018-2019;31021;;language;203;44;;9
Spring 2018-2019;31021;;Mathematics;197;19;;9
Spring 2018-2019;31021;;Reading;200;38;;9
Spring 2018-2019;31031;5;language;213;58;;10
Spring 2018-2019;31031;5;Mathematics;221;55;;10
Spring 2018-2019;31031;5;Reading;213;55;;10
Spring 2018-2019;31071;5;language;217;69;;10
Spring 2018-2019;31071;5;Mathematics;232;79;;10
Spring 2018-2019;31071;5;Reading;215;60;;10
Spring 2018-2019;31091;5;language;218;71;;10
Spring 2018-2019;31091;5;Mathematics;231;77;;10
Spring 2018-2019;31091;5;Reading;211;50;;10
Spring 2018-2019;31092;;language;183;15;;8
Spring 2018-2019;31092;;Mathematics;200;47;;8
Spring 2018-2019;31092;;Reading;175;9;;8
Spring 2018-2019;31111;5;language;208;44;;10
Spring 2018-2019;31111;5;Mathematics;225;65;;10
Spring 2018-2019;31111;5;Reading;219;69;;10
Spring 2018-2019;31131;5;language;216;66;;10
Spring 2018-2019;31131;5;Mathematics;222;58;;10
Spring 2018-2019;31131;5;Reading;220;71;;10
Spring 2018-2019;31132;;language;199;52;;8
Spring 2018-2019;31132;;Mathematics;200;47;;8
Spring 2018-2019;31132;;Reading;189;31;;8
Spring 2018-2019;31141;5;language;214;61;;10
Spring 2018-2019;31141;5;Mathematics;232;79;;10
Spring 2018-2019;31141;5;Reading;215;60;;10
Spring 2018-2019;31142;;language;199;52;;8
Spring 2018-2019;31142;;Mathematics;195;33;;8
Spring 2018-2019;31142;;Reading;193;40;;8
Spring 2018-2019;31151;;language;211;66;;9
Spring 2018-2019;31151;;Mathematics;211;51;;9
Spring 2018-2019;31151;;Reading;216;75;;9
Spring 2018-2019;31161;7;language;217;51;;
Spring 2018-2019;31161;7;Mathematics;211;20;;
Spring 2018-2019;31161;7;Reading;217;47;;
Spring 2018-2019;31171;;language;228;72;;
Spring 2018-2019;31171;;Mathematics;221;33;;
Spring 2018-2019;31171;;Reading;221;49;;
Spring 2018-2019;31191;5;language;214;61;;10
Spring 2018-2019;31191;5;Mathematics;219;51;;10
Spring 2018-2019;31191;5;Reading;200;25;;10
Spring 2018-2019;31192;;language;196;44;;8
Spring 2018-2019;31192;;Mathematics;191;24;;8
Spring 2018-2019;31192;;Reading;177;11;;8
Spring 2018-2019;31211;;language;235;87;;
Spring 2018-2019;31211;;Mathematics;244;75;;
Spring 2018-2019;31211;;Reading;243;90;;
Spring 2018-2019;31212;7;language;233;87;;12
Spring 2018-2019;31212;7;Mathematics;250;89;;12
Spring 2018-2019;31212;7;Reading;241;92;;12
Spring 2018-2019;31213;;language;196;44;;8
Spring 2018-2019;31213;;Mathematics;206;64;;8
Spring 2018-2019;31213;;Reading;204;66;;8
Spring 2018-2019;31221;;language;184;7;;9
Spring 2018-2019;31221;;Mathematics;193;13;;9
Spring 2018-2019;31221;;Reading;180;6;;9
Spring 2018-2019;31231;;language;218;54;;
Spring 2018-2019;31231;;Mathematics;211;20;;
Spring 2018-2019;31231;;Reading;232;80;;
Spring 2018-2019;31232;;Mathematics;174;13;;
Spring 2018-2019;31232;;Reading;170;16;;
Spring 2018-2019;31241;;language;194;38;;8
Spring 2018-2019;31241;;Mathematics;193;28;;8
Spring 2018-2019;31241;;Reading;197;50;;8
Spring 2018-2019;31281;5;language;211;52;;10
Spring 2018-2019;31281;5;Mathematics;219;51;;10
Spring 2018-2019;31281;5;Reading;221;73;;10
Spring 2018-2019;31311;5;language;192;9;;10
Spring 2018-2019;31311;5;Mathematics;211;32;;10
Spring 2018-2019;31311;5;Reading;190;9;;10
Spring 2018-2019;31331;5;language;223;82;;10
Spring 2018-2019;31331;5;Mathematics;227;69;;10
Spring 2018-2019;31331;5;Reading;223;77;;10
Spring 2018-2019;31332;;Mathematics;182;29;;7
Spring 2018-2019;31332;;Reading;172;19;;7
Spring 2018-2019;31353;7;language;223;67;;12
Spring 2018-2019;31353;7;Mathematics;232;61;;12
Spring 2018-2019;31353;7;Reading;221;56;;12
Spring 2018-2019;31354;7;language;226;75;;12
Spring 2018-2019;31354;7;Mathematics;235;67;;12
Spring 2018-2019;31354;7;Reading;230;76;;12
Spring 2018-2019;31371;5;language;212;55;;10
Spring 2018-2019;31371;5;Mathematics;217;46;;10
Spring 2018-2019;31371;5;Reading;225;81;;10
Spring 2018-2019;31372;;language;196;44;;8
Spring 2018-2019;31372;;Mathematics;195;33;;8
Spring 2018-2019;31372;;Reading;196;47;;8
Spring 2018-2019;31401;5;language;231;93;;10
Spring 2018-2019;31401;5;Mathematics;235;83;;10
Spring 2018-2019;31401;5;Reading;234;93;;10
Spring 2018-2019;31421;5;language;211;52;;10
Spring 2018-2019;31421;5;Mathematics;219;51;;10
Spring 2018-2019;31421;5;Reading;217;65;;10
Spring 2018-2019;31441;;language;189;26;;8
Spring 2018-2019;31441;;Mathematics;183;10;;8
Spring 2018-2019;31441;;Reading;190;33;;8
Spring 2018-2019;31451;;language;207;56;;9
Spring 2018-2019;31451;;Mathematics;218;69;;9
Spring 2018-2019;31451;;Reading;191;20;;9
Spring 2018-2019;31461;;language;182;13;;8
Spring 2018-2019;31461;;Mathematics;190;22;;8
Spring 2018-2019;31461;;Reading;180;15;;8
Spring 2018-2019;31471;;language;203;44;;9
Spring 2018-2019;31471;;Mathematics;210;49;;9
Spring 2018-2019;31471;;Reading;197;32;;9
Spring 2018-2019;31481;;language;204;47;;9
Spring 2018-2019;31481;;Mathematics;210;49;;9
Spring 2018-2019;31481;;Reading;190;18;;9
Spring 2018-2019;31491;;language;190;28;;8
Spring 2018-2019;31491;;Mathematics;193;28;;8
Spring 2018-2019;31491;;Reading;196;47;;8
Spring 2018-2019;31492;;language;193;36;;8
Spring 2018-2019;31492;;Mathematics;196;36;;8
Spring 2018-2019;31492;;Reading;190;33;;8
Spring 2018-2019;31501;;language;199;34;;9
Spring 2018-2019;31501;;Mathematics;210;49;;9
Spring 2018-2019;31501;;Reading;196;29;;9
Spring 2018-2019;31511;5;language;206;38;;10
Spring 2018-2019;31511;5;Mathematics;217;46;;10
Spring 2018-2019;31511;5;Reading;211;50;;10
Spring 2018-2019;31521;5;language;217;69;;10
Spring 2018-2019;31521;5;Mathematics;231;77;;10
Spring 2018-2019;31521;5;Reading;224;79;;10
Spring 2018-2019;31522;;language;194;38;;8
Spring 2018-2019;31522;;Mathematics;192;26;;8
Spring 2018-2019;31522;;Reading;190;33;;8
Spring 2018-2019;31541;;language;190;15;;9
Spring 2018-2019;31541;;Mathematics;194;14;;9
Spring 2018-2019;31541;;Reading;190;18;;9
Spring 2018-2019;31551;;Mathematics;207;90;;7
Spring 2018-2019;31551;;Reading;201;84;;7
Spring 2018-2019;31561;;language;216;78;;9
Spring 2018-2019;31561;;Mathematics;217;66;;9
Spring 2018-2019;31561;;Reading;216;75;;9
Spring 2018-2019;31571;;language;178;8;;8
Spring 2018-2019;31571;;Mathematics;196;36;;8
Spring 2018-2019;31571;;Reading;181;16;;8
Spring 2018-2019;31581;;language;207;56;;9
Spring 2018-2019;31581;;Mathematics;210;49;;9
Spring 2018-2019;31581;;Reading;206;53;;9
Spring 2018-2019;31582;;language;199;52;;8
Spring 2018-2019;31582;;Mathematics;209;71;;8
Spring 2018-2019;31582;;Reading;203;64;;8
Spring 2018-2019;31601;;language;224;91;;
Spring 2018-2019;31601;;Mathematics;219;71;;
Spring 2018-2019;31601;;Reading;229;93;;
Spring 2018-2019;31602;;language;185;18;;
Spring 2018-2019;31602;;Mathematics;207;66;;
Spring 2018-2019;31602;;Reading;180;15;;
Spring 2018-2019;31611;;language;199;52;;8
Spring 2018-2019;31611;;Mathematics;192;26;;8
Spring 2018-2019;31611;;Reading;204;66;;8
Spring 2018-2019;31641;;language;205;68;;8
Spring 2018-2019;31641;;Mathematics;210;74;;8
Spring 2018-2019;31641;;Reading;202;62;;8
Spring 2018-2019;31642;;Mathematics;213;96;;7
Spring 2018-2019;31642;;Reading;185;49;;7
Spring 2018-2019;31651;;language;194;22;;9
Spring 2018-2019;31651;;Mathematics;212;54;;9
Spring 2018-2019;31651;;Reading;197;32;;9
Spring 2018-2019;31652;;Mathematics;207;90;;7
Spring 2018-2019;31652;;Reading;189;59;;7
Spring 2018-2019;31661;;Mathematics;203;84;;7
Spring 2018-2019;31661;;Reading;201;84;;7
Spring 2018-2019;31671;;language;208;58;;9
Spring 2018-2019;31671;;Mathematics;208;44;;9
Spring 2018-2019;31671;;Reading;199;36;;9
Spring 2018-2019;31742;5;language;206;38;;10
Spring 2018-2019;31742;5;Mathematics;225;65;;10
Spring 2018-2019;31742;5;Reading;217;65;;10
Spring 2018-2019;31842;6;language;220;66;;11
Spring 2018-2019;31842;6;Mathematics;239;82;;11
Spring 2018-2019;31842;6;Reading;222;66;;11
Spring 2018-2019;31872;9;language;224;64;;
Spring 2018-2019;31872;9;Mathematics;240;69;;
Spring 2018-2019;31872;9;Reading;231;71;;
Spring 2018-2019;31881;6;language;232;90;;11
Spring 2018-2019;31881;6;Mathematics;228;62;;11
Spring 2018-2019;31881;6;Reading;242;95;;11
Spring 2018-2019;31891;6;language;207;30;;11
Spring 2018-2019;31891;6;Mathematics;209;21;;11
Spring 2018-2019;31891;6;Reading;195;10;;11
Spring 2018-2019;31901;9;language;221;56;;
Spring 2018-2019;31901;9;Mathematics;231;51;;
Spring 2018-2019;31901;9;Reading;232;73;;
Spring 2018-2019;31941;9;language;227;71;;
Spring 2018-2019;31941;9;Mathematics;237;63;;
Spring 2018-2019;31941;9;Reading;221;48;;
Spring 2018-2019;31961;;language;194;12;;
Spring 2018-2019;31961;;Mathematics;198;11;;
Spring 2018-2019;31961;;Reading;200;25;;
Spring 2018-2019;31991;;language;190;28;;8
Spring 2018-2019;31991;;Mathematics;189;20;;8
Spring 2018-2019;31991;;Reading;205;69;;8
Spring 2018-2019;32021;;language;216;78;;9
Spring 2018-2019;32021;;Mathematics;201;27;;9
Spring 2018-2019;32021;;Reading;210;62;;9
Spring 2018-2019;32031;;language;210;49;;
Spring 2018-2019;32031;;Mathematics;218;48;;
Spring 2018-2019;32031;;Reading;212;53;;
Spring 2018-2019;32041;;language;190;28;;8
Spring 2018-2019;32041;;Mathematics;197;39;;8
Spring 2018-2019;32041;;Reading;177;11;;8
Spring 2018-2019;32071;;language;221;87;;9
Spring 2018-2019;32071;;Mathematics;221;75;;9
Spring 2018-2019;32071;;Reading;228;92;;9
Spring 2018-2019;32091;;language;217;80;;9
Spring 2018-2019;32091;;Mathematics;214;59;;9
Spring 2018-2019;32091;;Reading;217;77;;9
Spring 2018-2019;32111;;language;201;57;;8
Spring 2018-2019;32111;;Mathematics;197;39;;8
Spring 2018-2019;32111;;Reading;202;62;;8
Spring 2018-2019;32121;;language;197;29;;9
Spring 2018-2019;32121;;Mathematics;202;29;;9
Spring 2018-2019;32121;;Reading;202;43;;9
Spring 2018-2019;32131;;language;205;50;;
Spring 2018-2019;32131;;Mathematics;215;61;;
Spring 2018-2019;32131;;Reading;201;41;;
Spring 2018-2019;32151;;language;199;34;;9
Spring 2018-2019;32151;;Mathematics;211;51;;9
Spring 2018-2019;32151;;Reading;208;58;;9
Spring 2018-2019;32181;;language;208;58;;9
Spring 2018-2019;32181;;Mathematics;206;39;;9
Spring 2018-2019;32181;;Reading;202;43;;9
Spring 2018-2019;32201;;language;189;13;;9
Spring 2018-2019;32201;;Mathematics;206;39;;9
Spring 2018-2019;32201;;Reading;189;17;;9
Spring 2018-2019;32211;;language;203;44;;9
Spring 2018-2019;32211;;Mathematics;194;14;;9
Spring 2018-2019;32211;;Reading;201;41;;9
Spring 2018-2019;32212;;Mathematics;182;29;;7
Spring 2018-2019;32212;;Reading;174;23;;7
Spring 2018-2019;32221;;language;217;80;;9
Spring 2018-2019;32221;;Mathematics;224;81;;9
Spring 2018-2019;32221;;Reading;217;77;;9
Spring 2018-2019;32231;;language;201;39;;9
Spring 2018-2019;32231;;Mathematics;211;51;;9
Spring 2018-2019;32231;;Reading;194;25;;9
Spring 2018-2019;32232;;Mathematics;204;86;;7
Spring 2018-2019;32232;;Reading;198;79;;7
Spring 2018-2019;32241;;language;205;50;;9
Spring 2018-2019;32241;;Mathematics;211;51;;9
Spring 2018-2019;32241;;Reading;202;43;;9
Spring 2018-2019;32251;;language;215;76;;9
Spring 2018-2019;32251;;Mathematics;211;51;;9
Spring 2018-2019;32251;;Reading;230;94;;9
Spring 2018-2019;32252;;Mathematics;188;46;;7
Spring 2018-2019;32252;;Reading;181;38;;7
Spring 2018-2019;32261;;language;218;82;;9
Spring 2018-2019;32261;;Mathematics;228;87;;9
Spring 2018-2019;32261;;Reading;218;79;;9
Spring 2018-2019;32271;;language;184;7;;9
Spring 2018-2019;32271;;Mathematics;199;23;;9
Spring 2018-2019;32271;;Reading;184;10;;9
Spring 2018-2019;32272;;language;189;26;;7
Spring 2018-2019;32272;;Mathematics;187;16;;7
Spring 2018-2019;32272;;Reading;187;27;;7
Spring 2018-2019;32281;;language;209;61;;9
Spring 2018-2019;32281;;Mathematics;226;84;;9
Spring 2018-2019;32281;;Reading;211;65;;9
Spring 2018-2019;32282;;Mathematics;189;49;;7
Spring 2018-2019;32282;;Reading;171;17;;7
Spring 2018-2019;32291;;Mathematics;208;92;;7
Spring 2018-2019;32291;;Reading;185;49;;7
Spring 2018-2019;32331;;Mathematics;210;94;;7
Spring 2018-2019;32331;;Reading;192;66;;7
Spring 2018-2019;32341;;language;200;55;;8
Spring 2018-2019;32341;;Mathematics;200;47;;8
Spring 2018-2019;32341;;Reading;209;77;;8
Spring 2018-2019;32342;;Mathematics;214;97;;7
Spring 2018-2019;32342;;Reading;188;56;;7
Spring 2018-2019;32361;;language;207;41;;
Spring 2018-2019;32361;;Mathematics;228;71;;
Spring 2018-2019;32361;;Reading;207;40;;
Spring 2018-2019;32362;;language;195;41;;
Spring 2018-2019;32362;;Mathematics;197;39;;
Spring 2018-2019;32362;;Reading;188;29;;
Spring 2018-2019;32391;;language;184;16;;8
Spring 2018-2019;32391;;Mathematics;195;33;;8
Spring 2018-2019;32391;;Reading;182;18;;8
Spring 2018-2019;32401;;language;204;47;;9
Spring 2018-2019;32401;;Mathematics;216;64;;9
Spring 2018-2019;32401;;Reading;216;75;;9
Spring 2018-2019;32411;;language;206;53;;9
Spring 2018-2019;32411;;Mathematics;212;54;;9
Spring 2018-2019;32411;;Reading;193;23;;9
Spring 2018-2019;32421;;language;206;53;;9
Spring 2018-2019;32421;;Mathematics;212;54;;9
Spring 2018-2019;32421;;Reading;203;46;;9
Spring 2018-2019;32431;;language;205;50;;9
Spring 2018-2019;32431;;Mathematics;209;46;;9
Spring 2018-2019;32431;;Reading;206;53;;9
Spring 2018-2019;32441;;language;214;74;;9
Spring 2018-2019;32441;;Mathematics;210;49;;9
Spring 2018-2019;32441;;Reading;218;79;;9
Spring 2018-2019;32451;;language;185;18;;8
Spring 2018-2019;32451;;Mathematics;186;14;;8
Spring 2018-2019;32451;;Reading;187;27;;8
Spring 2018-2019;32461;;language;216;78;;9
Spring 2018-2019;32461;;Mathematics;218;69;;9
Spring 2018-2019;32461;;Reading;217;77;;9
Spring 2018-2019;32491;;language;214;86;;8
Spring 2018-2019;32491;;Mathematics;212;78;;8
Spring 2018-2019;32491;;Reading;221;93;;8
Spring 2018-2019;32492;;Mathematics;182;29;;7
Spring 2018-2019;32492;;Reading;176;27;;7
Spring 2018-2019;32531;;Mathematics;195;66;;
Spring 2018-2019;32531;;Reading;184;46;;
Spring 2018-2019;32541;;language;170;3;;8
Spring 2018-2019;32541;;Mathematics;183;10;;8
Spring 2018-2019;32541;;Reading;172;6;;8
Spring 2018-2019;32571;;language;197;46;;8
Spring 2018-2019;32571;;Mathematics;194;31;;8
Spring 2018-2019;32571;;Reading;186;25;;8
Spring 2018-2019;32581;9;language;216;43;;
Spring 2018-2019;32581;9;Mathematics;242;72;;
Spring 2018-2019;32581;9;Reading;220;46;;
Spring 2018-2019;32591;;language;207;56;;9
Spring 2018-2019;32591;;Mathematics;219;71;;9
Spring 2018-2019;32591;;Reading;207;55;;9
Spring 2018-2019;32592;;language;199;34;;9
Spring 2018-2019;32592;;Mathematics;208;44;;9
Spring 2018-2019;32592;;Reading;203;46;;9
Spring 2018-2019;32612;;language;223;62;;
Spring 2018-2019;32612;;Mathematics;235;59;;
Spring 2018-2019;32612;;Reading;219;44;;
Spring 2018-2019;32632;;language;188;24;;8
Spring 2018-2019;32632;;Mathematics;201;50;;8
Spring 2018-2019;32632;;Reading;193;40;;8
Spring 2018-2019;32651;5;language;212;55;;10
Spring 2018-2019;32651;5;Mathematics;218;48;;10
Spring 2018-2019;32651;5;Reading;215;60;;10
Spring 2018-2019;32671;;language;179;9;;8
Spring 2018-2019;32671;;Mathematics;181;8;;8
Spring 2018-2019;32671;;Reading;177;11;;8
Spring 2018-2019;32701;;language;179;9;;
Spring 2018-2019;32701;;Mathematics;187;16;;
Spring 2018-2019;32701;;Reading;174;8;;
Spring 2018-2019;32721;;Mathematics;177;18;;
Spring 2018-2019;32721;;Reading;169;14;;
Spring 2018-2019;32731;;language;211;81;;8
Spring 2018-2019;32731;;Mathematics;217;87;;8
Spring 2018-2019;32731;;Reading;210;79;;8
Spring 2018-2019;32732;;Mathematics;202;82;;7
Spring 2018-2019;32732;;Reading;179;34;;7
Spring 2018-2019;32751;;language;209;77;;
Spring 2018-2019;32751;;Mathematics;199;44;;
Spring 2018-2019;32751;;Reading;206;71;;
Spring 2018-2019;32761;;language;218;82;;9
Spring 2018-2019;32761;;Mathematics;232;92;;9
Spring 2018-2019;32761;;Reading;220;82;;9
Spring 2018-2019;32762;;language;182;13;;8
Spring 2018-2019;32762;;Mathematics;190;22;;8
Spring 2018-2019;32762;;Reading;187;27;;8
Spring 2018-2019;32771;;language;200;36;;9
Spring 2018-2019;32771;;Mathematics;210;49;;9
Spring 2018-2019;32771;;Reading;204;48;;9
Spring 2018-2019;32781;;language;205;50;;9
Spring 2018-2019;32781;;Mathematics;200;25;;9
Spring 2018-2019;32781;;Reading;206;53;;9
Spring 2018-2019;32791;9;language;224;64;;
Spring 2018-2019;32791;9;Mathematics;242;72;;
Spring 2018-2019;32791;9;Reading;218;41;;
Spring 2018-2019;32792;5;language;206;38;;10
Spring 2018-2019;32792;5;Mathematics;238;88;;10
Spring 2018-2019;32792;5;Reading;214;57;;10
Spring 2018-2019;32793;;Mathematics;204;86;;7
Spring 2018-2019;32793;;Reading;191;64;;7
Spring 2018-2019;32801;6;language;214;49;;11
Spring 2018-2019;32801;6;Mathematics;223;50;;11
Spring 2018-2019;32801;6;Reading;218;57;;11
Spring 2018-2019;32831;7;language;204;19;;12
Spring 2018-2019;32831;7;Mathematics;218;32;;12
Spring 2018-2019;32831;7;Reading;202;16;;12
Spring 2018-2019;32851;5;language;213;58;;10
Spring 2018-2019;32851;5;Mathematics;221;55;;10
Spring 2018-2019;32851;5;Reading;216;62;;10
Spring 2018-2019;32852;;Mathematics;200;78;;7
Spring 2018-2019;32852;;Reading;181;38;;7
Spring 2018-2019;32893;9;language;228;74;;
Spring 2018-2019;32893;9;Mathematics;248;81;;
Spring 2018-2019;32893;9;Reading;236;80;;
Spring 2018-2019;32911;;language;192;33;;8
Spring 2018-2019;32911;;Mathematics;193;28;;8
Spring 2018-2019;32911;;Reading;200;57;;8
Spring 2018-2019;32921;;Mathematics;179;22;;7
Spring 2018-2019;32921;;Reading;185;49;;7
Spring 2018-2019;32931;;Mathematics;204;86;;7
Spring 2018-2019;32931;;Reading;200;82;;7
Spring 2018-2019;32941;;language;185;18;;8
Spring 2018-2019;32941;;Mathematics;197;39;;8
Spring 2018-2019;32941;;Reading;193;40;;8
Spring 2018-2019;32942;;Mathematics;191;55;;7
Spring 2018-2019;32942;;Reading;175;25;;7
Spring 2018-2019;32951;;language;208;75;;8
Spring 2018-2019;32951;;Mathematics;211;76;;8
Spring 2018-2019;32951;;Reading;215;86;;8
Spring 2018-2019;32961;5;language;222;80;;10
Spring 2018-2019;32961;5;Mathematics;237;86;;10
Spring 2018-2019;32961;5;Reading;228;86;;10
Spring 2018-2019;32971;;language;203;63;;8
Spring 2018-2019;32971;;Mathematics;209;71;;8
Spring 2018-2019;32971;;Reading;201;59;;8
Spring 2018-2019;32991;;language;206;70;;
Spring 2018-2019;32991;;Mathematics;199;44;;
Spring 2018-2019;32991;;Reading;217;89;;
Spring 2018-2019;33021;6;language;213;47;;11
Spring 2018-2019;33021;6;Mathematics;208;20;;11
Spring 2018-2019;33021;6;Reading;216;52;;11
Spring 2018-2019;33031;;language;206;70;;8
Spring 2018-2019;33031;;Mathematics;209;71;;8
Spring 2018-2019;33031;;Reading;197;50;;8
Spring 2018-2019;33051;;language;215;87;;8
Spring 2018-2019;33051;;Mathematics;204;58;;8
Spring 2018-2019;33051;;Reading;207;73;;8
Spring 2018-2019;33061;;Mathematics;190;52;;7
Spring 2018-2019;33061;;Reading;195;73;;7
Spring 2018-2019;33071;;language;177;7;;
Spring 2018-2019;33071;;Mathematics;193;28;;
Spring 2018-2019;33071;;Reading;174;8;;
Spring 2018-2019;33121;;language;197;46;;
Spring 2018-2019;33121;;Mathematics;204;58;;
Spring 2018-2019;33121;;Reading;201;59;;
Spring 2018-2019;33131;;language;204;47;;9
Spring 2018-2019;33131;;Mathematics;206;39;;9
Spring 2018-2019;33131;;Reading;208;58;;9
Spring 2018-2019;33141;;language;189;26;;8
Spring 2018-2019;33141;;Mathematics;198;41;;8
Spring 2018-2019;33141;;Reading;196;47;;8
Spring 2018-2019;33151;;language;183;15;;
Spring 2018-2019;33151;;Mathematics;187;16;;
Spring 2018-2019;33151;;Reading;184;21;;
Spring 2018-2019;33161;;language;187;22;;
Spring 2018-2019;33161;;Mathematics;178;5;;
Spring 2018-2019;33161;;Reading;177;11;;
