Term;Student Number;Grade;Subject;RIT;Percentile;LEXILE SCORE;Grade Level
Spring 2017-2018;15753;8;Language;222;58;;
Spring 2017-2018;15753;8;Mathematics;240;68;;
Spring 2017-2018;15753;8;Reading;228;69;;
Spring 2017-2018;16793;6;Language;219;61;;12
Spring 2017-2018;16793;6;Mathematics;214;25;;12
Spring 2017-2018;16793;6;Reading;196;9;;12
Spring 2017-2018;17203;7;Language;217;48;;
Spring 2017-2018;17203;7;Mathematics;225;42;;
Spring 2017-2018;17203;7;Reading;217;47;;
Spring 2017-2018;17472;7;Language;217;48;;
Spring 2017-2018;17472;7;Mathematics;225;42;;
Spring 2017-2018;17472;7;Reading;225;67;;
Spring 2017-2018;17813;6;Language;210;35;;12
Spring 2017-2018;17813;6;Mathematics;224;47;;12
Spring 2017-2018;17813;6;Reading;209;32;;12
Spring 2017-2018;17962;6;Language;198;10;;12
Spring 2017-2018;17962;6;Mathematics;227;54;;12
Spring 2017-2018;17962;6;Reading;196;9;;12
Spring 2017-2018;18363;7;Language;206;20;;
Spring 2017-2018;18363;7;Mathematics;225;42;;
Spring 2017-2018;18363;7;Reading;216;44;;
Spring 2017-2018;18712;4;Mathematics;209;38;;10
Spring 2017-2018;19682;7;Language;231;84;;
Spring 2017-2018;19682;7;Mathematics;242;78;;
Spring 2017-2018;19682;7;Reading;230;78;;
Spring 2017-2018;21042;4;Mathematics;203;24;;10
Spring 2017-2018;21164;4;Mathematics;201;20;;
Spring 2017-2018;21164;4;Reading;204;45;;
Spring 2017-2018;21833;8;Language;232;82;;
Spring 2017-2018;21833;8;Mathematics;237;62;;
Spring 2017-2018;21833;8;Reading;225;62;;
Spring 2017-2018;21834;4;Mathematics;205;29;;10
Spring 2017-2018;21942;8;Language;219;50;;
Spring 2017-2018;21942;8;Mathematics;230;48;;
Spring 2017-2018;21942;8;Reading;217;42;;
Spring 2017-2018;21973;7;Language;238;93;;
Spring 2017-2018;21973;7;Mathematics;235;64;;
Spring 2017-2018;21973;7;Reading;237;89;;
Spring 2017-2018;22113;2;Mathematics;174;9;;
Spring 2017-2018;22113;2;Reading;175;18;;
Spring 2017-2018;22152;6;Language;217;55;;12
Spring 2017-2018;22152;6;Mathematics;239;79;;12
Spring 2017-2018;22152;6;Reading;222;66;;12
Spring 2017-2018;22632;8;Language;222;58;;
Spring 2017-2018;22632;8;Mathematics;236;60;;
Spring 2017-2018;22632;8;Reading;230;74;;
Spring 2017-2018;22812;6;Language;218;58;;12
Spring 2017-2018;22812;6;Mathematics;238;78;;12
Spring 2017-2018;22812;6;Reading;228;80;;12
Spring 2017-2018;22962;7;Language;221;60;;
Spring 2017-2018;22962;7;Mathematics;217;26;;
Spring 2017-2018;22962;7;Reading;222;60;;
Spring 2017-2018;23063;4;Mathematics;198;15;;10
Spring 2017-2018;23063;4;Reading;195;23;;10
Spring 2017-2018;23193;6;Language;219;61;;12
Spring 2017-2018;23193;6;Mathematics;225;49;;12
Spring 2017-2018;23193;6;Reading;218;56;;12
Spring 2017-2018;23362;7;Language;210;29;;
Spring 2017-2018;23362;7;Mathematics;220;31;;
Spring 2017-2018;23362;7;Reading;209;27;;
Spring 2017-2018;23392;8;Language;232;82;;
Spring 2017-2018;23392;8;Mathematics;249;83;;
Spring 2017-2018;23392;8;Reading;244;94;;
Spring 2017-2018;23492;7;Language;228;78;;
Spring 2017-2018;23492;7;Mathematics;236;66;;
Spring 2017-2018;23492;7;Reading;231;80;;
Spring 2017-2018;23672;7;Language;214;40;;
Spring 2017-2018;23672;7;Mathematics;237;68;;
Spring 2017-2018;23672;7;Reading;233;84;;
Spring 2017-2018;23752;8;Language;241;94;;
Spring 2017-2018;23752;8;Mathematics;249;83;;
Spring 2017-2018;23752;8;Reading;242;92;;
Spring 2017-2018;23783;4;Mathematics;224;76;;
Spring 2017-2018;23783;4;Reading;205;48;;
Spring 2017-2018;23792;8;Language;230;78;;
Spring 2017-2018;23842;8;Language;226;69;;
Spring 2017-2018;23842;8;Mathematics;236;60;;
Spring 2017-2018;23842;8;Reading;239;89;;
Spring 2017-2018;23903;6;Language;219;61;;12
Spring 2017-2018;23903;6;Mathematics;214;25;;12
Spring 2017-2018;23903;6;Reading;214;45;;12
Spring 2017-2018;23972;7;Language;225;71;;
Spring 2017-2018;23972;7;Mathematics;226;44;;
Spring 2017-2018;23972;7;Reading;215;42;;
Spring 2017-2018;24092;6;Language;219;61;;12
Spring 2017-2018;24092;6;Mathematics;225;49;;12
Spring 2017-2018;24092;6;Reading;216;51;;12
Spring 2017-2018;24172;4;Mathematics;201;20;;10
Spring 2017-2018;24211;8;Language;236;88;;
Spring 2017-2018;24211;8;Mathematics;229;46;;
Spring 2017-2018;24211;8;Reading;237;86;;
Spring 2017-2018;24221;8;Language;223;61;;
Spring 2017-2018;24221;8;Mathematics;226;40;;
Spring 2017-2018;24221;8;Reading;223;57;;
Spring 2017-2018;24232;8;Language;228;74;;
Spring 2017-2018;24232;8;Mathematics;229;46;;
Spring 2017-2018;24232;8;Reading;220;50;;
Spring 2017-2018;24242;8;Language;223;61;;
Spring 2017-2018;24242;8;Mathematics;232;52;;
Spring 2017-2018;24242;8;Reading;222;55;;
Spring 2017-2018;24243;2;Mathematics;212;93;;8
Spring 2017-2018;24243;2;Reading;204;84;;8
Spring 2017-2018;24401;7;Language;215;42;;
Spring 2017-2018;24401;7;Mathematics;223;38;;
Spring 2017-2018;24401;7;Reading;226;70;;
Spring 2017-2018;24422;2;Mathematics;178;15;;8
Spring 2017-2018;24422;2;Reading;161;3;;8
Spring 2017-2018;24502;4;Mathematics;216;57;;10
Spring 2017-2018;24512;7;Language;221;60;;
Spring 2017-2018;24512;7;Mathematics;228;49;;
Spring 2017-2018;24512;7;Reading;225;67;;
Spring 2017-2018;24542;6;Language;212;40;;12
Spring 2017-2018;24542;6;Mathematics;227;54;;12
Spring 2017-2018;24542;6;Reading;225;74;;12
Spring 2017-2018;24571;7;Language;218;51;;
Spring 2017-2018;24571;7;Mathematics;232;58;;
Spring 2017-2018;24571;7;Reading;211;32;;
Spring 2017-2018;24572;2;Mathematics;198;67;;8
Spring 2017-2018;24572;2;Reading;177;22;;8
Spring 2017-2018;24582;8;Language;213;34;;
Spring 2017-2018;24582;8;Mathematics;225;38;;
Spring 2017-2018;24582;8;Reading;213;33;;
Spring 2017-2018;24602;6;Language;232;89;;12
Spring 2017-2018;24602;6;Mathematics;230;61;;12
Spring 2017-2018;24602;6;Reading;236;92;;12
Spring 2017-2018;24612;8;Language;238;91;;
Spring 2017-2018;24612;8;Mathematics;245;77;;
Spring 2017-2018;24612;8;Reading;238;87;;
Spring 2017-2018;24622;8;Language;234;85;;
Spring 2017-2018;24622;8;Mathematics;251;85;;
Spring 2017-2018;24622;8;Reading;245;94;;
Spring 2017-2018;24661;8;Language;240;93;;
Spring 2017-2018;24661;8;Mathematics;242;72;;
Spring 2017-2018;24661;8;Reading;241;91;;
Spring 2017-2018;24721;7;Language;213;37;;
Spring 2017-2018;24721;7;Mathematics;217;26;;
Spring 2017-2018;24721;7;Reading;207;23;;
Spring 2017-2018;24722;4;Mathematics;212;46;;10
Spring 2017-2018;24723;2;Mathematics;193;53;;8
Spring 2017-2018;24723;2;Reading;192;59;;8
Spring 2017-2018;24762;7;Language;250;99;;
Spring 2017-2018;24762;7;Mathematics;257;95;;
Spring 2017-2018;24762;7;Reading;257;99;;
Spring 2017-2018;24822;7;Language;231;84;;
Spring 2017-2018;24822;7;Mathematics;234;62;;
Spring 2017-2018;24822;7;Reading;236;88;;
Spring 2017-2018;24823;6;Language;218;58;;12
Spring 2017-2018;24823;6;Mathematics;218;33;;12
Spring 2017-2018;24823;6;Reading;212;40;;12
Spring 2017-2018;24872;8;Language;240;93;;
Spring 2017-2018;24872;8;Mathematics;248;81;;
Spring 2017-2018;24872;8;Reading;247;96;;
Spring 2017-2018;24874;2;Mathematics;197;64;;8
Spring 2017-2018;24874;2;Reading;175;18;;8
Spring 2017-2018;24891;8;Language;223;61;;
Spring 2017-2018;24891;8;Mathematics;248;81;;
Spring 2017-2018;24891;8;Reading;233;79;;
Spring 2017-2018;24892;6;Language;216;52;;12
Spring 2017-2018;24892;6;Mathematics;238;78;;12
Spring 2017-2018;24892;6;Reading;214;45;;12
Spring 2017-2018;24941;7;Language;219;54;;
Spring 2017-2018;24941;7;Mathematics;238;70;;
Spring 2017-2018;24941;7;Reading;215;42;;
Spring 2017-2018;24952;4;Mathematics;210;41;;10
Spring 2017-2018;24961;8;Language;209;24;;
Spring 2017-2018;24961;8;Mathematics;221;30;;
Spring 2017-2018;24961;8;Reading;218;45;;
Spring 2017-2018;24962;6;Language;225;77;;12
Spring 2017-2018;24962;6;Mathematics;221;40;;12
Spring 2017-2018;24962;6;Reading;231;85;;12
Spring 2017-2018;24992;4;Mathematics;202;22;;10
Spring 2017-2018;24992;4;Reading;195;23;;10
Spring 2017-2018;25002;6;Language;222;69;;12
Spring 2017-2018;25002;6;Mathematics;228;56;;12
Spring 2017-2018;25002;6;Reading;220;61;;12
Spring 2017-2018;25022;6;Language;223;72;;12
Spring 2017-2018;25022;6;Mathematics;221;40;;12
Spring 2017-2018;25022;6;Reading;221;64;;12
Spring 2017-2018;25032;8;Mathematics;242;72;;
Spring 2017-2018;25062;6;Language;221;67;;12
Spring 2017-2018;25062;6;Mathematics;227;54;;12
Spring 2017-2018;25062;6;Reading;225;74;;12
Spring 2017-2018;25361;8;Language;236;88;;
Spring 2017-2018;25361;8;Mathematics;251;85;;
Spring 2017-2018;25361;8;Reading;242;92;;
Spring 2017-2018;25362;7;Language;216;45;;
Spring 2017-2018;25362;7;Mathematics;226;44;;
Spring 2017-2018;25362;7;Reading;214;39;;
Spring 2017-2018;25382;7;Language;211;31;;
Spring 2017-2018;25382;7;Mathematics;211;16;;
Spring 2017-2018;25382;7;Reading;208;25;;
Spring 2017-2018;25392;6;Language;211;37;;12
Spring 2017-2018;25392;6;Mathematics;227;54;;12
Spring 2017-2018;25392;6;Reading;221;64;;12
Spring 2017-2018;25461;8;Language;222;58;;
Spring 2017-2018;25461;8;Reading;228;69;;
Spring 2017-2018;25481;6;Language;212;40;;
Spring 2017-2018;25481;6;Mathematics;212;21;;
Spring 2017-2018;25481;6;Reading;223;69;;
Spring 2017-2018;25491;8;Language;216;42;;
Spring 2017-2018;25491;8;Mathematics;223;34;;
Spring 2017-2018;25491;8;Reading;219;47;;
Spring 2017-2018;25511;7;Language;206;20;;
Spring 2017-2018;25511;7;Mathematics;224;40;;
Spring 2017-2018;25511;7;Reading;218;50;;
Spring 2017-2018;25522;6;Language;208;29;;12
Spring 2017-2018;25522;6;Mathematics;229;59;;12
Spring 2017-2018;25522;6;Reading;204;21;;12
Spring 2017-2018;25571;7;Language;213;37;;
Spring 2017-2018;25571;7;Mathematics;231;55;;
Spring 2017-2018;25571;7;Reading;215;42;;
Spring 2017-2018;25581;7;Language;224;68;;
Spring 2017-2018;25581;7;Mathematics;234;62;;
Spring 2017-2018;25581;7;Reading;231;80;;
Spring 2017-2018;25602;7;Language;215;42;;
Spring 2017-2018;25602;7;Mathematics;233;60;;
Spring 2017-2018;25602;7;Reading;225;67;;
Spring 2017-2018;25611;8;Language;211;29;;
Spring 2017-2018;25611;8;Mathematics;219;27;;
Spring 2017-2018;25611;8;Reading;200;10;;
Spring 2017-2018;25612;2;Mathematics;186;33;;8
Spring 2017-2018;25612;2;Reading;184;38;;8
Spring 2017-2018;25632;4;Mathematics;208;36;;10
Spring 2017-2018;25632;4;Reading;193;19;;10
Spring 2017-2018;25641;8;Language;223;61;;
Spring 2017-2018;25641;8;Mathematics;223;34;;
Spring 2017-2018;25641;8;Reading;220;50;;
Spring 2017-2018;25701;6;Language;191;3;;11
Spring 2017-2018;25701;6;Mathematics;200;6;;11
Spring 2017-2018;25701;6;Reading;205;23;;11
Spring 2017-2018;26711;8;Language;218;47;;
Spring 2017-2018;26711;8;Mathematics;231;50;;
Spring 2017-2018;26711;8;Reading;225;62;;
Spring 2017-2018;26721;8;Language;234;85;;
Spring 2017-2018;26721;8;Mathematics;236;60;;
Spring 2017-2018;26721;8;Reading;239;89;;
Spring 2017-2018;26731;8;Language;227;71;;
Spring 2017-2018;26731;8;Mathematics;243;74;;
Spring 2017-2018;26731;8;Reading;225;62;;
Spring 2017-2018;26741;8;Language;227;71;;
Spring 2017-2018;26741;8;Mathematics;247;80;;
Spring 2017-2018;26741;8;Reading;226;65;;
Spring 2017-2018;26802;7;Language;223;65;;
Spring 2017-2018;26802;7;Mathematics;239;72;;
Spring 2017-2018;26802;7;Reading;222;60;;
Spring 2017-2018;26811;8;Language;221;55;;
Spring 2017-2018;26811;8;Mathematics;244;75;;
Spring 2017-2018;26811;8;Reading;236;84;;
Spring 2017-2018;26831;8;Language;225;66;;
Spring 2017-2018;26831;8;Mathematics;242;72;;
Spring 2017-2018;26831;8;Reading;228;69;;
Spring 2017-2018;26832;6;Language;205;22;;12
Spring 2017-2018;26832;6;Mathematics;221;40;;12
Spring 2017-2018;26832;6;Reading;217;53;;12
Spring 2017-2018;26862;6;Language;224;74;;12
Spring 2017-2018;26862;6;Mathematics;224;47;;12
Spring 2017-2018;26862;6;Reading;235;91;;12
Spring 2017-2018;26871;8;Language;227;71;;
Spring 2017-2018;26871;8;Mathematics;222;32;;
Spring 2017-2018;26871;8;Reading;229;71;;
Spring 2017-2018;26881;8;Language;223;61;;
Spring 2017-2018;26881;8;Mathematics;242;72;;
Spring 2017-2018;26881;8;Reading;224;60;;
Spring 2017-2018;26882;6;Language;225;77;;12
Spring 2017-2018;26882;6;Mathematics;228;56;;12
Spring 2017-2018;26882;6;Reading;221;64;;12
Spring 2017-2018;26883;2;Mathematics;210;90;;8
Spring 2017-2018;26883;2;Reading;191;56;;8
Spring 2017-2018;26891;8;Language;228;74;;
Spring 2017-2018;26891;8;Mathematics;248;81;;
Spring 2017-2018;26891;8;Reading;237;86;;
Spring 2017-2018;26901;7;Language;220;57;;
Spring 2017-2018;26901;7;Mathematics;240;74;;
Spring 2017-2018;26901;7;Reading;206;21;;
Spring 2017-2018;26902;6;Language;223;72;;12
Spring 2017-2018;26902;6;Mathematics;232;66;;12
Spring 2017-2018;26902;6;Reading;228;80;;12
Spring 2017-2018;26941;8;Language;210;26;;
Spring 2017-2018;26941;8;Mathematics;234;56;;
Spring 2017-2018;26941;8;Reading;199;9;;
Spring 2017-2018;26951;8;Language;245;97;;
Spring 2017-2018;26951;8;Mathematics;238;64;;
Spring 2017-2018;26951;8;Reading;239;89;;
Spring 2017-2018;26952;8;Language;239;92;;
Spring 2017-2018;26952;8;Mathematics;254;89;;
Spring 2017-2018;26952;8;Reading;249;97;;
Spring 2017-2018;27041;6;Language;228;83;;12
Spring 2017-2018;27041;6;Mathematics;225;49;;12
Spring 2017-2018;27041;6;Reading;217;53;;12
Spring 2017-2018;27081;8;Language;231;80;;
Spring 2017-2018;27081;8;Mathematics;254;89;;
Spring 2017-2018;27081;8;Reading;233;79;;
Spring 2017-2018;27082;6;Language;215;49;;12
Spring 2017-2018;27082;6;Mathematics;223;44;;12
Spring 2017-2018;27082;6;Reading;225;74;;12
Spring 2017-2018;27132;7;Language;217;48;;
Spring 2017-2018;27132;7;Mathematics;228;49;;
Spring 2017-2018;27132;7;Reading;233;84;;
Spring 2017-2018;27161;8;Language;229;76;;
Spring 2017-2018;27161;8;Mathematics;250;84;;
Spring 2017-2018;27161;8;Reading;229;71;;
Spring 2017-2018;27182;7;Language;193;4;;
Spring 2017-2018;27182;7;Mathematics;220;31;;
Spring 2017-2018;27182;7;Reading;208;25;;
Spring 2017-2018;27221;8;Language;238;91;;
Spring 2017-2018;27221;8;Mathematics;254;89;;
Spring 2017-2018;27221;8;Reading;245;94;;
Spring 2017-2018;27251;8;Language;222;58;;
Spring 2017-2018;27251;8;Mathematics;240;68;;
Spring 2017-2018;27251;8;Reading;226;65;;
Spring 2017-2018;27261;8;Language;226;69;;
Spring 2017-2018;27261;8;Mathematics;224;36;;
Spring 2017-2018;27261;8;Reading;241;91;;
Spring 2017-2018;27271;8;Language;216;42;;
Spring 2017-2018;27271;8;Mathematics;215;20;;
Spring 2017-2018;27271;8;Reading;209;24;;
Spring 2017-2018;27281;8;Language;233;84;;
Spring 2017-2018;27281;8;Mathematics;240;68;;
Spring 2017-2018;27281;8;Reading;234;81;;
Spring 2017-2018;27282;6;Language;216;52;;12
Spring 2017-2018;27282;6;Mathematics;222;42;;12
Spring 2017-2018;27282;6;Reading;223;69;;12
Spring 2017-2018;27311;8;Language;229;76;;
Spring 2017-2018;27311;8;Mathematics;228;44;;
Spring 2017-2018;27311;8;Reading;234;81;;
Spring 2017-2018;27312;6;Language;212;40;;12
Spring 2017-2018;27312;6;Mathematics;223;44;;12
Spring 2017-2018;27312;6;Reading;214;45;;12
Spring 2017-2018;27321;8;Language;228;74;;
Spring 2017-2018;27321;8;Mathematics;244;75;;
Spring 2017-2018;27321;8;Reading;217;42;;
Spring 2017-2018;27371;8;Mathematics;228;44;;
Spring 2017-2018;27372;6;Language;197;9;;12
Spring 2017-2018;27372;6;Mathematics;217;31;;12
Spring 2017-2018;27372;6;Reading;208;30;;12
Spring 2017-2018;27381;8;Language;230;78;;
Spring 2017-2018;27381;8;Mathematics;225;38;;
Spring 2017-2018;27381;8;Reading;234;81;;
Spring 2017-2018;27392;6;Language;223;72;;12
Spring 2017-2018;27392;6;Mathematics;227;54;;12
Spring 2017-2018;27392;6;Reading;216;51;;12
Spring 2017-2018;27401;7;Language;228;78;;
Spring 2017-2018;27401;7;Mathematics;230;53;;
Spring 2017-2018;27401;7;Reading;229;76;;
Spring 2017-2018;27411;7;Language;233;87;;
Spring 2017-2018;27411;7;Mathematics;233;60;;
Spring 2017-2018;27411;7;Reading;235;87;;
Spring 2017-2018;27432;6;Language;222;69;;12
Spring 2017-2018;27432;6;Mathematics;218;33;;12
Spring 2017-2018;27432;6;Reading;219;59;;12
Spring 2017-2018;27441;8;Language;228;74;;
Spring 2017-2018;27441;8;Mathematics;258;92;;
Spring 2017-2018;27441;8;Reading;235;83;;
Spring 2017-2018;27442;6;Language;224;74;;12
Spring 2017-2018;27442;6;Mathematics;230;61;;12
Spring 2017-2018;27442;6;Reading;217;53;;12
Spring 2017-2018;27461;6;Language;230;86;;12
Spring 2017-2018;27461;6;Mathematics;232;66;;12
Spring 2017-2018;27461;6;Reading;226;76;;12
Spring 2017-2018;27471;7;Language;236;91;;
Spring 2017-2018;27471;7;Mathematics;248;86;;
Spring 2017-2018;27471;7;Reading;241;93;;
Spring 2017-2018;27472;6;Language;213;43;;
Spring 2017-2018;27472;6;Mathematics;226;52;;
Spring 2017-2018;27472;6;Reading;221;64;;
Spring 2017-2018;27501;6;Language;217;55;;
Spring 2017-2018;27501;6;Mathematics;226;52;;
Spring 2017-2018;27501;6;Reading;225;74;;
Spring 2017-2018;27511;8;Language;241;94;;
Spring 2017-2018;27511;8;Mathematics;248;81;;
Spring 2017-2018;27511;8;Reading;232;78;;
Spring 2017-2018;27521;6;Language;215;49;;12
Spring 2017-2018;27521;6;Mathematics;224;47;;12
Spring 2017-2018;27521;6;Reading;203;19;;12
Spring 2017-2018;27531;8;Language;230;78;;
Spring 2017-2018;27531;8;Mathematics;239;66;;
Spring 2017-2018;27531;8;Reading;243;93;;
Spring 2017-2018;27551;6;Language;215;49;;12
Spring 2017-2018;27551;6;Mathematics;226;52;;12
Spring 2017-2018;27551;6;Reading;218;56;;12
Spring 2017-2018;27552;4;Mathematics;218;62;;10
Spring 2017-2018;27611;7;Language;218;51;;
Spring 2017-2018;27611;7;Mathematics;236;66;;
Spring 2017-2018;27611;7;Reading;231;80;;
Spring 2017-2018;27612;6;Language;219;61;;12
Spring 2017-2018;27612;6;Mathematics;227;54;;12
Spring 2017-2018;27612;6;Reading;216;51;;12
Spring 2017-2018;27613;2;Mathematics;219;98;;8
Spring 2017-2018;27613;2;Reading;180;28;;8
Spring 2017-2018;27621;6;Language;208;29;;12
Spring 2017-2018;27621;6;Mathematics;228;56;;12
Spring 2017-2018;27621;6;Reading;219;59;;12
Spring 2017-2018;27631;8;Language;224;64;;
Spring 2017-2018;27631;8;Mathematics;241;70;;
Spring 2017-2018;27631;8;Reading;231;76;;
Spring 2017-2018;27662;4;Mathematics;209;38;;10
Spring 2017-2018;27662;4;Reading;198;30;;10
Spring 2017-2018;27671;7;Language;212;34;;
Spring 2017-2018;27671;7;Mathematics;223;38;;
Spring 2017-2018;27671;7;Reading;222;60;;
Spring 2017-2018;27672;4;Mathematics;200;18;;10
Spring 2017-2018;27701;6;Language;218;58;;12
Spring 2017-2018;27701;6;Mathematics;228;56;;12
Spring 2017-2018;27701;6;Reading;225;74;;12
Spring 2017-2018;27702;7;Language;226;73;;
Spring 2017-2018;27702;7;Mathematics;225;42;;
Spring 2017-2018;27702;7;Reading;228;74;;
Spring 2017-2018;27711;8;Language;229;76;;
Spring 2017-2018;27711;8;Mathematics;241;70;;
Spring 2017-2018;27711;8;Reading;232;78;;
Spring 2017-2018;27712;8;Language;232;82;;
Spring 2017-2018;27712;8;Mathematics;249;83;;
Spring 2017-2018;27712;8;Reading;228;69;;
Spring 2017-2018;27721;7;Language;233;87;;
Spring 2017-2018;27721;7;Mathematics;235;64;;
Spring 2017-2018;27721;7;Reading;237;89;;
Spring 2017-2018;27731;6;Language;180;1;;12
Spring 2017-2018;27731;6;Mathematics;204;10;;12
Spring 2017-2018;27731;6;Reading;193;6;;12
Spring 2017-2018;27741;8;Language;225;66;;
Spring 2017-2018;27741;8;Mathematics;244;75;;
Spring 2017-2018;27741;8;Reading;222;55;;
Spring 2017-2018;27742;7;Language;224;68;;
Spring 2017-2018;27742;7;Mathematics;218;27;;
Spring 2017-2018;27742;7;Reading;223;63;;
Spring 2017-2018;27751;7;Language;213;37;;
Spring 2017-2018;27751;7;Mathematics;223;38;;
Spring 2017-2018;27751;7;Reading;227;72;;
Spring 2017-2018;27762;7;Language;231;84;;
Spring 2017-2018;27762;7;Mathematics;236;66;;
Spring 2017-2018;27762;7;Reading;241;93;;
Spring 2017-2018;27821;8;Language;232;82;;
Spring 2017-2018;27821;8;Mathematics;250;84;;
Spring 2017-2018;27821;8;Reading;240;90;;
Spring 2017-2018;27842;4;Reading;185;8;;
Spring 2017-2018;27851;6;Language;218;58;;12
Spring 2017-2018;27851;6;Mathematics;233;68;;12
Spring 2017-2018;27851;6;Reading;216;51;;12
Spring 2017-2018;27861;6;Language;207;27;;12
Spring 2017-2018;27861;6;Mathematics;229;59;;12
Spring 2017-2018;27861;6;Reading;203;19;;12
Spring 2017-2018;28072;7;Language;212;34;;
Spring 2017-2018;28072;7;Mathematics;205;9;;
Spring 2017-2018;28072;7;Reading;212;34;;
Spring 2017-2018;28091;7;Language;212;34;;
Spring 2017-2018;28091;7;Mathematics;221;33;;
Spring 2017-2018;28091;7;Reading;219;52;;
Spring 2017-2018;28092;2;Mathematics;210;91;;8
Spring 2017-2018;28092;2;Reading;200;77;;8
Spring 2017-2018;28101;6;Language;225;77;;12
Spring 2017-2018;28101;6;Mathematics;232;66;;12
Spring 2017-2018;28101;6;Reading;231;85;;12
Spring 2017-2018;28111;7;Language;233;87;;
Spring 2017-2018;28111;7;Mathematics;238;70;;
Spring 2017-2018;28111;7;Reading;239;92;;
Spring 2017-2018;28161;7;Language;215;42;;
Spring 2017-2018;28161;7;Mathematics;221;33;;
Spring 2017-2018;28161;7;Reading;212;34;;
Spring 2017-2018;28172;4;Mathematics;227;82;;10
Spring 2017-2018;28172;4;Reading;208;56;;10
Spring 2017-2018;28181;4;Mathematics;208;36;;10
Spring 2017-2018;28181;4;Reading;194;21;;10
Spring 2017-2018;28182;2;Mathematics;189;41;;8
Spring 2017-2018;28182;2;Reading;181;31;;8
Spring 2017-2018;28191;7;Language;224;68;;
Spring 2017-2018;28191;7;Mathematics;230;53;;
Spring 2017-2018;28191;7;Reading;222;60;;
Spring 2017-2018;28231;7;Language;221;60;;
Spring 2017-2018;28231;7;Mathematics;218;27;;
Spring 2017-2018;28231;7;Reading;197;8;;
Spring 2017-2018;28241;6;Language;222;69;;12
Spring 2017-2018;28241;6;Mathematics;226;52;;12
Spring 2017-2018;28241;6;Reading;224;71;;12
Spring 2017-2018;28251;7;Language;235;90;;
Spring 2017-2018;28251;7;Mathematics;241;76;;
Spring 2017-2018;28251;7;Reading;233;84;;
Spring 2017-2018;28261;7;Language;230;82;;
Spring 2017-2018;28261;7;Mathematics;241;76;;
Spring 2017-2018;28261;7;Reading;225;67;;
Spring 2017-2018;28271;7;Language;216;45;;
Spring 2017-2018;28271;7;Mathematics;210;15;;
Spring 2017-2018;28271;7;Reading;215;42;;
Spring 2017-2018;28281;6;Language;212;40;;12
Spring 2017-2018;28281;6;Mathematics;229;59;;12
Spring 2017-2018;28281;6;Reading;224;71;;12
Spring 2017-2018;28291;7;Language;241;96;;
Spring 2017-2018;28291;7;Mathematics;254;92;;
Spring 2017-2018;28291;7;Reading;234;85;;
Spring 2017-2018;28301;7;Language;221;60;;
Spring 2017-2018;28301;7;Mathematics;223;38;;
Spring 2017-2018;28301;7;Reading;219;52;;
Spring 2017-2018;28311;7;Language;211;31;;
Spring 2017-2018;28311;7;Mathematics;219;29;;
Spring 2017-2018;28311;7;Reading;208;25;;
Spring 2017-2018;28312;6;Language;221;67;;12
Spring 2017-2018;28312;6;Mathematics;219;35;;12
Spring 2017-2018;28312;6;Reading;215;48;;12
Spring 2017-2018;28321;6;Language;210;35;;12
Spring 2017-2018;28321;6;Mathematics;225;49;;12
Spring 2017-2018;28321;6;Reading;228;80;;12
Spring 2017-2018;28391;4;Mathematics;201;20;;10
Spring 2017-2018;28391;4;Reading;192;18;;10
Spring 2017-2018;28392;4;Mathematics;200;18;;
Spring 2017-2018;28421;7;Language;224;68;;
Spring 2017-2018;28421;7;Mathematics;236;66;;
Spring 2017-2018;28421;7;Reading;208;25;;
Spring 2017-2018;28422;4;Mathematics;214;51;;10
Spring 2017-2018;28452;2;Mathematics;212;93;;
Spring 2017-2018;28452;2;Reading;184;38;;
Spring 2017-2018;28461;7;Language;244;97;;
Spring 2017-2018;28461;7;Mathematics;248;86;;
Spring 2017-2018;28461;7;Reading;244;96;;
Spring 2017-2018;28462;4;Mathematics;207;33;;9
Spring 2017-2018;28462;4;Reading;203;42;;9
Spring 2017-2018;28463;2;Mathematics;198;67;;8
Spring 2017-2018;28463;2;Reading;172;14;;8
Spring 2017-2018;28502;6;Language;218;58;;12
Spring 2017-2018;28502;6;Mathematics;233;68;;12
Spring 2017-2018;28502;6;Reading;225;74;;12
Spring 2017-2018;28521;7;Language;225;71;;
Spring 2017-2018;28521;7;Mathematics;232;58;;
Spring 2017-2018;28521;7;Reading;220;55;;
Spring 2017-2018;28532;7;Language;203;14;;
Spring 2017-2018;28532;7;Mathematics;217;26;;
Spring 2017-2018;28532;7;Reading;216;44;;
Spring 2017-2018;28541;7;Language;231;84;;
Spring 2017-2018;28541;7;Mathematics;225;42;;
Spring 2017-2018;28541;7;Reading;232;82;;
Spring 2017-2018;28551;7;Language;215;42;;
Spring 2017-2018;28551;7;Mathematics;217;26;;
Spring 2017-2018;28551;7;Reading;215;42;;
Spring 2017-2018;28552;8;Language;206;18;;
Spring 2017-2018;28552;8;Mathematics;224;36;;
Spring 2017-2018;28552;8;Reading;211;28;;
Spring 2017-2018;28571;7;Language;222;63;;
Spring 2017-2018;28571;7;Mathematics;234;62;;
Spring 2017-2018;28571;7;Reading;227;72;;
Spring 2017-2018;28581;4;Mathematics;207;33;;10
Spring 2017-2018;28582;2;Mathematics;186;33;;8
Spring 2017-2018;28582;2;Reading;167;8;;8
Spring 2017-2018;28591;4;Mathematics;228;83;;10
