Year;Grade Level;Student Number;Finalgradename;Grade;Course Name;Section number
2023-2024;9;31372;Y1;3.2;SCIENCE 8;E
2023-2024;9;31372;Y1;3.5;HEALTH 8;C2
2023-2024;9;31372;Y1;P;RELIGION;A
2023-2024;9;31372;Y1;3.1;Educación Física 8;F4
2023-2024;9;31372;Y1;3.1;Filosofia - Etica 8;C1
2023-2024;9;31441;Y1;1.9;Español 8;H
2023-2024;9;31441;Y1;2.5;BE BOLIVAR 8;A
2023-2024;9;31441;Y1;2.3;INTEGRATED MATH 1;C
2023-2024;9;31441;Y1;4.0;BAND ADVANCED 8;A2
2023-2024;9;31441;Y1;2.3;ENGLISH 8;D
2023-2024;9;31441;Y1;3.2;ART 8;A1
2023-2024;9;31441;Y1;2.1;ICT 8;A
2023-2024;9;31441;Y1;2.4;SOCIAL STUDIES 8;G
2023-2024;9;31441;Y1;2.1;SCIENCE 8;B
2023-2024;9;31441;Y1;3.0;HEALTH 8;E2
2023-2024;9;31441;Y1;P;RELIGION;A
2023-2024;9;31441;Y1;3.0;Educación Física 8;F3
2023-2024;9;31441;Y1;2.1;Filosofia - Etica 8;E1
2023-2024;9;31461;Y1;2.1;Español 8;G
2023-2024;9;31461;Y1;2.8;BE BOLIVAR 8;A
2023-2024;9;31461;Y1;3.8;Teatro Musical 8;A2
2023-2024;9;31461;Y1;3.5;Expresión 8;A1
2023-2024;9;31461;Y1;2.1;INTEGRATED MATH 1;C
2023-2024;9;31461;Y1;2.9;ENGLISH 8;H
2023-2024;9;31461;Y1;2.7;ICT 8;A
2023-2024;9;31461;Y1;2.3;SOCIAL STUDIES 8;B
2023-2024;9;31461;Y1;2.7;SCIENCE 8;E
2023-2024;9;31461;Y1;2.4;HEALTH 8;D2
2023-2024;9;31461;Y1;P;RELIGION;A
2023-2024;9;31461;Y1;3.3;Educación Física 8;F5
2023-2024;9;31461;Y1;2.6;Filosofia - Etica 8;D1
2023-2024;9;31491;Y1;3.6;Español 8;G
2023-2024;9;31491;Y1;3.9;BE BOLIVAR 8;A
2023-2024;9;31491;Y1;3.4;FOOD AND CULTURE;A1
2023-2024;9;31491;Y1;3.8;INVENTORS WORKSHOP 8;A2
2023-2024;9;31491;Y1;3.7;INTEGRATED MATH 1;C
2023-2024;9;31491;Y1;3.7;ENGLISH 8 HONORS;B
2023-2024;9;31491;Y1;3.8;ICT 8;A
2023-2024;9;31491;Y1;3.5;SOCIAL STUDIES 8;D
2023-2024;9;31491;Y1;3.8;SCIENCE 8;H
2023-2024;9;31491;Y1;3.8;HEALTH 8;E2
2023-2024;9;31491;Y1;P;RELIGION;A
2023-2024;9;31491;Y1;3.6;Educación Física 8;F4
2023-2024;9;31491;Y1;3.6;Filosofia - Etica 8;E1
2023-2024;9;31492;Y1;3.5;Español 8;E
2023-2024;9;31492;Y1;3.9;BE BOLIVAR 8;A
2023-2024;9;31492;Y1;3.7;INVENTORS WORKSHOP 8;A2
2023-2024;9;31492;Y1;3.7;DEPORTES Y FITNESS 8;A1
2023-2024;9;31492;Y1;3.0;INTEGRATED MATH 1;G
2023-2024;9;31492;Y1;3.7;ENGLISH 8 HONORS;B
2023-2024;9;31492;Y1;3.5;ICT 8;A
2023-2024;9;31492;Y1;3.5;SOCIAL STUDIES 8;D
2023-2024;9;31492;Y1;3.6;SCIENCE 8;C
2023-2024;9;31492;Y1;3.7;HEALTH 8;H2
2023-2024;9;31492;Y1;P;RELIGION;A
2023-2024;9;31492;Y1;3.7;Educación Física 8;F5
2023-2024;9;31492;Y1;3.6;Filosofia - Etica 8;H1
2023-2024;9;31522;Y1;3.7;Español 8;E
2023-2024;9;31522;Y1;4.0;BE BOLIVAR 8;A
2023-2024;9;31522;Y1;3.9;VOCAL ADVANCED 8;A2
2023-2024;9;31522;Y1;3.2;INTEGRATED MATH 1;G
2023-2024;9;31522;Y1;3.8;ENGLISH 8 HONORS;B
2023-2024;9;31522;Y1;3.6;ART 8;A1
2023-2024;9;31522;Y1;3.4;ICT 8;A
2023-2024;9;31522;Y1;3.6;SOCIAL STUDIES 8;D
2023-2024;9;31522;Y1;3.8;SCIENCE 8;C
2023-2024;9;31522;Y1;2.9;HEALTH 8;H2
2023-2024;9;31522;Y1;P;RELIGION;A
2023-2024;9;31522;Y1;2.6;Educación Física 8;F3
2023-2024;9;31522;Y1;3.7;Filosofia - Etica 8;H1
2023-2024;9;31571;Y1;2.1;Español 8;E
2023-2024;9;31571;Y1;3.7;BE BOLIVAR 8;A
2023-2024;9;31571;Y1;4.0;ARTIFICIAL INTELLIGENCE;A1
2023-2024;9;31571;Y1;4.0;CODING 8;A2
2023-2024;9;31571;Y1;3.5;INTEGRATED MATH 1;B
2023-2024;9;31571;Y1;3.0;ENGLISH 8;G
2023-2024;9;31571;Y1;2.5;ICT 8;A
2023-2024;9;31571;Y1;2.8;SOCIAL STUDIES 8;H
2023-2024;9;31571;Y1;3.1;SCIENCE 8;C
2023-2024;9;31571;Y1;2.5;HEALTH 8;D2
2023-2024;9;31571;Y1;P;RELIGION;A
2023-2024;9;31571;Y1;3.7;Educación Física 8;F2
2023-2024;9;31571;Y1;2.8;Filosofia - Etica 8;D1
2023-2024;9;31582;Y1;3.0;Español 8;C
2023-2024;9;31582;Y1;3.3;BE BOLIVAR 8;A
2023-2024;9;31582;Y1;3.5;INVENTORS WORKSHOP 8;A2
2023-2024;9;31582;Y1;3.3;INTEGRATED MATH 1;G
2023-2024;9;31582;Y1;3.3;ENGLISH 8;H
2023-2024;9;31582;Y1;3.5;ICT 8;A
2023-2024;9;31582;Y1;3.4;LEADERSHIP 8;A1
2023-2024;9;31582;Y1;3.3;SOCIAL STUDIES 8;B
2023-2024;9;31582;Y1;3.8;SCIENCE 8;D
2023-2024;9;31582;Y1;3.5;HEALTH 8;E2
2023-2024;9;31582;Y1;P;RELIGION;A
2023-2024;9;31582;Y1;3.4;Educación Física 8;F2
2023-2024;9;31582;Y1;3.2;Filosofia - Etica 8;E1
2023-2024;9;31611;Y1;3.3;Español 8;C
2023-2024;9;31611;Y1;3.6;BE BOLIVAR 8;A
2023-2024;9;31611;Y1;2.0;FOOD AND CULTURE;A1
2023-2024;9;31611;Y1;3.6;INTEGRATED MATH 1;B
2023-2024;9;31611;Y1;3.4;ENGLISH 8;G
2023-2024;9;31611;Y1;3.5;ART 8;A2
2023-2024;9;31611;Y1;3.3;ICT 8;A
2023-2024;9;31611;Y1;3.0;SOCIAL STUDIES 8;H
2023-2024;9;31611;Y1;3.9;SCIENCE 8;E
2023-2024;9;31611;Y1;3.4;HEALTH 8;D2
2023-2024;9;31611;Y1;P;RELIGION;A
2023-2024;9;31611;Y1;3.6;Educación Física 8;F4
2023-2024;9;31611;Y1;3.3;Filosofia - Etica 8;D1
2023-2024;9;31641;Y1;3.3;Español 8;H
2023-2024;9;31641;Y1;3.7;BE BOLIVAR 8;A
2023-2024;9;31641;Y1;4.0;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;31641;Y1;3.8;Robotica 8;A1
2023-2024;9;31641;Y1;3.5;INTEGRATED MATH 1 HONORS;E
2023-2024;9;31641;Y1;3.7;ENGLISH 8;D
2023-2024;9;31641;Y1;3.2;ICT 8;A
2023-2024;9;31641;Y1;3.1;SOCIAL STUDIES 8;G
2023-2024;9;31641;Y1;3.8;SCIENCE 8;B
2023-2024;9;31641;Y1;3.6;HEALTH 8;C2
2023-2024;9;31641;Y1;P;RELIGION;A
2023-2024;9;31641;Y1;3.6;Educación Física 8;F1
2023-2024;9;31641;Y1;3.2;Filosofia - Etica 8;C1
2023-2024;9;31991;Y1;1.4;Español 8;G
2023-2024;9;31991;Y1;2.6;BE BOLIVAR 8;A
2023-2024;9;31991;Y1;3.3;DEPORTES Y FITNESS 8;A1
2023-2024;9;31991;Y1;2.4;INTEGRATED MATH 1;D
2023-2024;9;31991;Y1;2.5;ENGLISH 8;C
2023-2024;9;31991;Y1;2.0;ICT 8;A
2023-2024;9;31991;Y1;2.5;SOCIAL STUDIES 8;E
2023-2024;9;31991;Y1;2.6;SCIENCE 8;B
2023-2024;9;31991;Y1;2.6;HEALTH 8;H2
2023-2024;9;31991;Y1;P;RELIGION;A
2023-2024;9;31991;Y1;2.8;Educación Física 8;F1
2023-2024;9;31991;Y1;2.3;Filosofia - Etica 8;H1
2023-2024;9;32041;Y1;2.1;Español 8;E
2023-2024;9;32041;Y1;2.2;BE BOLIVAR 8;A
2023-2024;9;32041;Y1;--;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;32041;Y1;2.3;INTEGRATED MATH 1;B
2023-2024;9;32041;Y1;3.1;READING WORKSHOP 8;A1
2023-2024;9;32041;Y1;2.8;ENGLISH 8;G
2023-2024;9;32041;Y1;3.0;ART 8;A2
2023-2024;9;32041;Y1;2.6;ICT 8;A
2023-2024;9;32041;Y1;2.6;SOCIAL STUDIES 8;H
2023-2024;9;32041;Y1;2.7;SCIENCE 8;C
2023-2024;9;32041;Y1;3.0;HEALTH 8;D2
2023-2024;9;32041;Y1;P;RELIGION;A
2023-2024;9;32041;Y1;2.5;Educación Física 8;F3
2023-2024;9;32041;Y1;2.5;Filosofia - Etica 8;D1
2023-2024;9;32111;Y1;3.1;Español 8;C
2023-2024;9;32111;Y1;3.6;BE BOLIVAR 8;A
2023-2024;9;32111;Y1;3.8;Teatro Musical 8;A2
2023-2024;9;32111;Y1;3.2;FOOD AND CULTURE;A1
2023-2024;9;32111;Y1;3.5;INTEGRATED MATH 1;G
2023-2024;9;32111;Y1;3.4;ENGLISH 8;H
2023-2024;9;32111;Y1;3.3;ICT 8;A
2023-2024;9;32111;Y1;3.3;SOCIAL STUDIES 8;B
2023-2024;9;32111;Y1;3.6;SCIENCE 8;E
2023-2024;9;32111;Y1;3.4;HEALTH 8;D2
2023-2024;9;32111;Y1;P;RELIGION;A
2023-2024;9;32111;Y1;3.3;Educación Física 8;F2
2023-2024;9;32111;Y1;3.1;Filosofia - Etica 8;D1
2023-2024;9;32341;Y1;3.6;Español 8;H
2023-2024;9;32341;Y1;3.7;BE BOLIVAR 8;A
2023-2024;9;32341;Y1;3.6;DEPORTES Y FITNESS 8;A2
2023-2024;9;32341;Y1;3.7;INTEGRATED MATH 1 HONORS;E
2023-2024;9;32341;Y1;3.7;ENGLISH 8 HONORS;B
2023-2024;9;32341;Y1;3.2;ICT 8;A
2023-2024;9;32341;Y1;3.2;LEADERSHIP 8;A1
2023-2024;9;32341;Y1;3.4;SOCIAL STUDIES 8;D
2023-2024;9;32341;Y1;3.7;SCIENCE 8;C
2023-2024;9;32341;Y1;3.6;HEALTH 8;G2
2023-2024;9;32341;Y1;P;RELIGION;A
2023-2024;9;32341;Y1;3.7;Educación Física 8;F4
2023-2024;9;32341;Y1;3.2;Filosofia - Etica 8;G1
2023-2024;9;32391;Y1;3.4;Español 8;C
2023-2024;9;32391;Y1;3.7;BE BOLIVAR 8;A
2023-2024;9;32391;Y1;4.0;CODING 8;A2
2023-2024;9;32391;Y1;4.0;Video Producción y Post-Producción;A1
2023-2024;9;32391;Y1;3.0;INTEGRATED MATH 1 HONORS;E
2023-2024;9;32391;Y1;3.5;ENGLISH 8;D
2023-2024;9;32391;Y1;3.2;ICT 8;A
2023-2024;9;32391;Y1;3.3;SOCIAL STUDIES 8;G
2023-2024;9;32391;Y1;3.5;SCIENCE 8;B
2023-2024;9;32391;Y1;3.5;HEALTH 8;H2
2023-2024;9;32391;Y1;P;RELIGION;A
2023-2024;9;32391;Y1;3.8;Educación Física 8;F3
2023-2024;9;32391;Y1;3.4;Filosofia - Etica 8;H1
2023-2024;9;32451;Y1;3.0;Español 8;B
2023-2024;9;32451;Y1;3.7;BE BOLIVAR 8;A
2023-2024;9;32451;Y1;3.9;Expresión 8;A1
2023-2024;9;32451;Y1;4.0;VOCAL ADVANCED 8;A2
2023-2024;9;32451;Y1;2.9;INTEGRATED MATH 1;G
2023-2024;9;32451;Y1;3.3;ENGLISH 8;C
2023-2024;9;32451;Y1;3.1;ICT 8;A
2023-2024;9;32451;Y1;3.1;SOCIAL STUDIES 8;E
2023-2024;9;32451;Y1;3.5;SCIENCE 8;D
2023-2024;9;32451;Y1;3.7;HEALTH 8;H2
2023-2024;9;32451;Y1;P;RELIGION;A
2023-2024;9;32451;Y1;3.4;Educación Física 8;F3
2023-2024;9;32451;Y1;3.6;Filosofia - Etica 8;H1
2023-2024;9;32491;Y1;3.7;Español 8;B
2023-2024;9;32491;Y1;3.8;BE BOLIVAR 8;A
2023-2024;9;32491;Y1;3.7;INVENTORS WORKSHOP 8;A2
2023-2024;9;32491;Y1;3.6;DEPORTES Y FITNESS 8;A1
2023-2024;9;32491;Y1;3.8;INTEGRATED MATH 1 HONORS;E
2023-2024;9;32491;Y1;3.8;ENGLISH 8;G
2023-2024;9;32491;Y1;3.8;ICT 8;A
2023-2024;9;32491;Y1;3.7;SOCIAL STUDIES 8;H
2023-2024;9;32491;Y1;4.0;SCIENCE 8;D
2023-2024;9;32491;Y1;3.9;HEALTH 8;C2
2023-2024;9;32491;Y1;P;RELIGION;A
2023-2024;9;32491;Y1;3.7;Educación Física 8;F5
2023-2024;9;32491;Y1;3.6;Filosofia - Etica 8;C1
2023-2024;9;32541;Y1;3.4;Español 8;G
2023-2024;9;32541;Y1;3.8;BE BOLIVAR 8;A
2023-2024;9;32541;Y1;3.3;INTEGRATED MATH 1 MODIFIED;B
2023-2024;9;32541;Y1;3.8;READING WORKSHOP 8;A1
2023-2024;9;32541;Y1;3.4;ENGLISH 8;C
2023-2024;9;32541;Y1;3.5;ICT 8;A
2023-2024;9;32541;Y1;3.3;SOCIAL STUDIES 8;E
2023-2024;9;32541;Y1;3.4;SCIENCE 8;H
2023-2024;9;32541;Y1;3.7;HEALTH 8;D2
2023-2024;9;32541;Y1;P;RELIGION;A
2023-2024;9;32541;Y1;3.5;Educación Física 8;F1
2023-2024;9;32541;Y1;3.1;Filosofia - Etica 8;D1
2023-2024;9;32571;Y1;2.3;Español 8;G
2023-2024;9;32571;Y1;2.6;BE BOLIVAR 8;A
2023-2024;9;32571;Y1;4.0;Video Producción y Post-Producción;A1
2023-2024;9;32571;Y1;3.9;DEPORTES Y FITNESS 8;A2
2023-2024;9;32571;Y1;2.8;INTEGRATED MATH 1;D
2023-2024;9;32571;Y1;2.8;ENGLISH 8;H
2023-2024;9;32571;Y1;3.1;ICT 8;A
2023-2024;9;32571;Y1;2.9;SOCIAL STUDIES 8;B
2023-2024;9;32571;Y1;3.2;SCIENCE 8;C
2023-2024;9;32571;Y1;2.8;HEALTH 8;E2
2023-2024;9;32571;Y1;P;RELIGION;A
2023-2024;9;32571;Y1;3.3;Educación Física 8;F2
2023-2024;9;32571;Y1;2.9;Filosofia - Etica 8;E1
2023-2024;9;32632;Y1;2.8;Español 8;H
2023-2024;9;32632;Y1;3.1;BE BOLIVAR 8;A
2023-2024;9;32632;Y1;--;ARTIFICIAL INTELLIGENCE;A1
2023-2024;9;32632;Y1;4.0;Video Producción y Post-Producción;A1
2023-2024;9;32632;Y1;3.2;DEPORTES Y FITNESS 8;A2
2023-2024;9;32632;Y1;3.7;INTEGRATED MATH 1 HONORS;E
2023-2024;9;32632;Y1;3.4;ENGLISH 8 HONORS;B
2023-2024;9;32632;Y1;3.6;ICT 8;A
2023-2024;9;32632;Y1;3.0;SOCIAL STUDIES 8;D
2023-2024;9;32632;Y1;3.7;SCIENCE 8;C
2023-2024;9;32632;Y1;3.6;HEALTH 8;G2
2023-2024;9;32632;Y1;P;RELIGION;A
2023-2024;9;32632;Y1;3.2;Educación Física 8;F2
2023-2024;9;32632;Y1;3.3;Filosofia - Etica 8;G1
2023-2024;9;32671;Y1;3.2;Español 8;G
2023-2024;9;32671;Y1;3.2;BE BOLIVAR 8;A
2023-2024;9;32671;Y1;4.0;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;32671;Y1;2.2;INTEGRATED MATH 1;C
2023-2024;9;32671;Y1;3.0;ENGLISH 8;H
2023-2024;9;32671;Y1;3.5;ICT 8;A
2023-2024;9;32671;Y1;4.0;LEADERSHIP 8;A1
2023-2024;9;32671;Y1;2.9;SOCIAL STUDIES 8;B
2023-2024;9;32671;Y1;3.1;SCIENCE 8;E
2023-2024;9;32671;Y1;3.6;HEALTH 8;D2
2023-2024;9;32671;Y1;P;RELIGION;A
2023-2024;9;32671;Y1;3.1;Educación Física 8;F4
2023-2024;9;32671;Y1;3.3;Filosofia - Etica 8;D1
2023-2024;9;32731;Y1;3.7;Español 8;G
2023-2024;9;32731;Y1;3.9;BE BOLIVAR 8;A
2023-2024;9;32731;Y1;3.9;Expresión 8;A1
2023-2024;9;32731;Y1;4.0;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;32731;Y1;3.8;INTEGRATED MATH 1 HONORS;E
2023-2024;9;32731;Y1;4.0;ENGLISH 8 HONORS;B
2023-2024;9;32731;Y1;3.9;ICT 8;A
2023-2024;9;32731;Y1;3.9;SOCIAL STUDIES 8;D
2023-2024;9;32731;Y1;3.9;SCIENCE 8;H
2023-2024;9;32731;Y1;3.9;HEALTH 8;C2
2023-2024;9;32731;Y1;P;RELIGION;A
2023-2024;9;32731;Y1;3.5;Educación Física 8;F4
2023-2024;9;32731;Y1;3.9;Filosofia - Etica 8;C1
2023-2024;9;32762;Y1;3.0;Español 8;H
2023-2024;9;32762;Y1;3.3;BE BOLIVAR 8;A
2023-2024;9;32762;Y1;4.0;Teatro Musical 8;A2
2023-2024;9;32762;Y1;3.8;DEPORTES Y FITNESS 8;A1
2023-2024;9;32762;Y1;2.9;INTEGRATED MATH 1;D
2023-2024;9;32762;Y1;3.3;ENGLISH 8;C
2023-2024;9;32762;Y1;3.5;ICT 8;A
2023-2024;9;32762;Y1;2.9;SOCIAL STUDIES 8;E
2023-2024;9;32762;Y1;3.2;SCIENCE 8;B
2023-2024;9;32762;Y1;3.5;HEALTH 8;G2
2023-2024;9;32762;Y1;P;RELIGION;A
2023-2024;9;32762;Y1;3.7;Educación Física 8;F4
2023-2024;9;32762;Y1;3.5;Filosofia - Etica 8;G1
2023-2024;9;32911;Y1;2.9;Español 8;E
2023-2024;9;32911;Y1;3.3;BE BOLIVAR 8;A
2023-2024;9;32911;Y1;4.0;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;32911;Y1;2.3;INTEGRATED MATH 1;B
2023-2024;9;32911;Y1;2.8;ENGLISH 8;D
2023-2024;9;32911;Y1;3.5;ART 8;A1
2023-2024;9;32911;Y1;3.1;ICT 8;A
2023-2024;9;32911;Y1;2.6;SOCIAL STUDIES 8;G
2023-2024;9;32911;Y1;3.2;SCIENCE 8;H
2023-2024;9;32911;Y1;3.2;HEALTH 8;C2
2023-2024;9;32911;Y1;P;RELIGION;A
2023-2024;9;32911;Y1;3.4;Educación Física 8;F3
2023-2024;9;32911;Y1;2.9;Filosofia - Etica 8;C1
2023-2024;9;32941;Y1;3.0;Español 8;G
2023-2024;9;32941;Y1;3.7;BE BOLIVAR 8;A
2023-2024;9;32941;Y1;4.0;Video Producción y Post-Producción;A1
2023-2024;9;32941;Y1;4.0;DEPORTES Y FITNESS 8;A2
2023-2024;9;32941;Y1;3.8;INTEGRATED MATH 1;D
2023-2024;9;32941;Y1;3.2;ENGLISH 8;C
2023-2024;9;32941;Y1;3.5;ICT 8;A
2023-2024;9;32941;Y1;3.0;SOCIAL STUDIES 8;E
2023-2024;9;32941;Y1;3.2;SCIENCE 8;B
2023-2024;9;32941;Y1;3.6;HEALTH 8;H2
2023-2024;9;32941;Y1;P;RELIGION;A
2023-2024;9;32941;Y1;3.9;Educación Física 8;F5
2023-2024;9;32941;Y1;3.6;Filosofia - Etica 8;H1
2023-2024;9;32951;Y1;3.1;Español 8;B
2023-2024;9;32951;Y1;3.7;BE BOLIVAR 8;A
2023-2024;9;32951;Y1;3.4;INVENTORS WORKSHOP 8;A2
2023-2024;9;32951;Y1;4.0;DEPORTES Y FITNESS 8;A1
2023-2024;9;32951;Y1;3.9;INTEGRATED MATH 1;C
2023-2024;9;32951;Y1;3.3;ENGLISH 8;G
2023-2024;9;32951;Y1;3.6;ICT 8;A
2023-2024;9;32951;Y1;3.1;SOCIAL STUDIES 8;H
2023-2024;9;32951;Y1;3.8;SCIENCE 8;D
2023-2024;9;32951;Y1;3.6;HEALTH 8;E2
2023-2024;9;32951;Y1;P;RELIGION;A
2023-2024;9;32951;Y1;3.7;Educación Física 8;F2
2023-2024;9;32951;Y1;3.1;Filosofia - Etica 8;E1
2023-2024;9;32971;Y1;2.7;Español 8;C
2023-2024;9;32971;Y1;3.7;BE BOLIVAR 8;A
2023-2024;9;32971;Y1;4.0;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;32971;Y1;3.8;DEPORTES Y FITNESS 8;A1
2023-2024;9;32971;Y1;3.7;INTEGRATED MATH 1 HONORS;E
2023-2024;9;32971;Y1;3.7;ENGLISH 8 HONORS;B
2023-2024;9;32971;Y1;3.5;ICT 8;A
2023-2024;9;32971;Y1;2.8;SOCIAL STUDIES 8;D
2023-2024;9;32971;Y1;3.7;SCIENCE 8;H
2023-2024;9;32971;Y1;3.5;HEALTH 8;G2
2023-2024;9;32971;Y1;P;RELIGION;A
2023-2024;9;32971;Y1;3.7;Educación Física 8;F3
2023-2024;9;32971;Y1;3.1;Filosofia - Etica 8;G1
2023-2024;9;33051;Y1;3.0;Español 8;H
2023-2024;9;33051;Y1;3.6;BE BOLIVAR 8;A
2023-2024;9;33051;Y1;3.9;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;33051;Y1;3.9;DEPORTES Y FITNESS 8;A1
2023-2024;9;33051;Y1;3.5;INTEGRATED MATH 1;D
2023-2024;9;33051;Y1;3.5;ENGLISH 8;C
2023-2024;9;33051;Y1;3.2;ICT 8;A
2023-2024;9;33051;Y1;3.3;SOCIAL STUDIES 8;E
2023-2024;9;33051;Y1;3.8;SCIENCE 8;B
2023-2024;9;33051;Y1;3.4;HEALTH 8;G2
2023-2024;9;33051;Y1;P;RELIGION;A
2023-2024;9;33051;Y1;3.6;Educación Física 8;F1
2023-2024;9;33051;Y1;3.1;Filosofia - Etica 8;G1
2023-2024;9;33141;Y1;3.4;Español 8;H
2023-2024;9;33141;Y1;3.8;BE BOLIVAR 8;A
2023-2024;9;33141;Y1;3.8;Robotica 8;A1
2023-2024;9;33141;Y1;3.7;DEPORTES Y FITNESS 8;A2
2023-2024;9;33141;Y1;3.2;INTEGRATED MATH 1;G
2023-2024;9;33141;Y1;3.5;ENGLISH 8 HONORS;B
2023-2024;9;33141;Y1;3.3;ICT 8;A
2023-2024;9;33141;Y1;3.3;SOCIAL STUDIES 8;D
2023-2024;9;33141;Y1;3.7;SCIENCE 8;E
2023-2024;9;33141;Y1;3.6;HEALTH 8;C2
2023-2024;9;33141;Y1;P;RELIGION;A
2023-2024;9;33141;Y1;3.6;Educación Física 8;F1
2023-2024;9;33141;Y1;2.8;Filosofia - Etica 8;C1
2023-2024;9;33221;Y1;2.7;Español 8;C
2023-2024;9;33221;Y1;3.3;BE BOLIVAR 8;A
2023-2024;9;33221;Y1;2.7;FOOD AND CULTURE;A1
2023-2024;9;33221;Y1;3.2;INTEGRATED MATH 1;G
2023-2024;9;33221;Y1;3.6;ENGLISH 8 HONORS;B
2023-2024;9;33221;Y1;3.5;ART 8;A2
2023-2024;9;33221;Y1;2.2;ICT 8;A
2023-2024;9;33221;Y1;3.0;SOCIAL STUDIES 8;D
2023-2024;9;33221;Y1;3.1;SCIENCE 8;H
2023-2024;9;33221;Y1;2.8;HEALTH 8;E2
2023-2024;9;33221;Y1;P;RELIGION;A
2023-2024;9;33221;Y1;2.5;Educación Física 8;F4
2023-2024;9;33221;Y1;2.7;Filosofia - Etica 8;E1
2023-2024;9;33281;Y1;3.6;Español 8;C
2023-2024;9;33281;Y1;3.9;BE BOLIVAR 8;A
2023-2024;9;33281;Y1;3.8;Robotica 8;A1
2023-2024;9;33281;Y1;4.0;DEPORTES Y FITNESS 8;A2
2023-2024;9;33281;Y1;3.6;INTEGRATED MATH 1 HONORS;E
2023-2024;9;33281;Y1;3.8;ENGLISH 8 HONORS;B
2023-2024;9;33281;Y1;3.7;ICT 8;A
2023-2024;9;33281;Y1;3.3;SOCIAL STUDIES 8;D
2023-2024;9;33281;Y1;3.9;SCIENCE 8;H
2023-2024;9;33281;Y1;3.8;HEALTH 8;G2
2023-2024;9;33281;Y1;P;RELIGION;A
2023-2024;9;33281;Y1;3.8;Educación Física 8;F2
2023-2024;9;33281;Y1;3.6;Filosofia - Etica 8;G1
2023-2024;9;33341;Y1;3.1;Español 8;B
2023-2024;9;33341;Y1;2.8;BE BOLIVAR 8;A
2023-2024;9;33341;Y1;3.7;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;33341;Y1;3.8;DEPORTES Y FITNESS 8;A1
2023-2024;9;33341;Y1;3.1;INTEGRATED MATH 1;D
2023-2024;9;33341;Y1;3.1;ENGLISH 8;G
2023-2024;9;33341;Y1;2.8;ICT 8;A
2023-2024;9;33341;Y1;2.7;SOCIAL STUDIES 8;H
2023-2024;9;33341;Y1;3.0;SCIENCE 8;E
2023-2024;9;33341;Y1;2.9;HEALTH 8;C2
2023-2024;9;33341;Y1;P;RELIGION;A
2023-2024;9;33341;Y1;3.2;Educación Física 8;F1
2023-2024;9;33341;Y1;2.6;Filosofia - Etica 8;C1
2023-2024;9;33361;Y1;3.6;Español 8;B
2023-2024;9;33361;Y1;3.9;BE BOLIVAR 8;A
2023-2024;9;33361;Y1;3.9;VOCAL ADVANCED 8;A2
2023-2024;9;33361;Y1;3.7;INTEGRATED MATH 1 HONORS;E
2023-2024;9;33361;Y1;3.4;ENGLISH 8;D
2023-2024;9;33361;Y1;3.9;ART 8;A1
2023-2024;9;33361;Y1;3.5;ICT 8;A
2023-2024;9;33361;Y1;3.3;SOCIAL STUDIES 8;G
2023-2024;9;33361;Y1;3.9;SCIENCE 8;H
2023-2024;9;33361;Y1;3.7;HEALTH 8;C2
2023-2024;9;33361;Y1;P;RELIGION;A
2023-2024;9;33361;Y1;3.7;Educación Física 8;F5
2023-2024;9;33361;Y1;3.2;Filosofia - Etica 8;C1
2023-2024;9;33381;Y1;2.8;Español 8;E
2023-2024;9;33381;Y1;3.3;BE BOLIVAR 8;A
2023-2024;9;33381;Y1;3.7;INVENTORS WORKSHOP 8;A2
2023-2024;9;33381;Y1;2.7;INTEGRATED MATH 1;D
2023-2024;9;33381;Y1;3.8;READING WORKSHOP 8;A1
2023-2024;9;33381;Y1;2.7;ENGLISH 8;H
2023-2024;9;33381;Y1;3.2;ICT 8;A
2023-2024;9;33381;Y1;2.7;SOCIAL STUDIES 8;B
2023-2024;9;33381;Y1;2.8;SCIENCE 8;C
2023-2024;9;33381;Y1;3.3;HEALTH 8;G2
2023-2024;9;33381;Y1;P;RELIGION;A
2023-2024;9;33381;Y1;3.7;Educación Física 8;F1
2023-2024;9;33381;Y1;3.1;Filosofia - Etica 8;G1
2023-2024;9;33421;Y1;2.5;Español 8;G
2023-2024;9;33421;Y1;3.0;BE BOLIVAR 8;A
2023-2024;9;33421;Y1;3.3;MODEL UNITED NATIONS ADVANCED 8;A2
2023-2024;9;33421;Y1;2.2;INTEGRATED MATH 1;B
2023-2024;9;33421;Y1;2.8;ENGLISH 8;C
2023-2024;9;33421;Y1;3.2;ICT 8;A
2023-2024;9;33421;Y1;3.0;LEADERSHIP 8;A1
2023-2024;9;33421;Y1;3.0;SOCIAL STUDIES 8;E
2023-2024;9;33421;Y1;3.2;SCIENCE 8;D
2023-2024;9;33421;Y1;3.1;HEALTH 8;H2
2023-2024;9;33421;Y1;P;RELIGION;A
